query id,cosine recall,euclidean recall,cosine precision,euclidean precision,cosine f-measure,euclidean f-measure,cosine similarity results,euclidean similarity results
13,0.2,0.0,2.4,0.0,0.1,0.0,"[ 496  880   38  520  440  853  879  903  143  594  313  795  258 1099
  797]","[ 471  995 1045    3  507  320  405   31  853 1152  382  879  281  485
  429]"
14,0.3333333333333333,0.0,2.466666666666667,0.0,0.1111111111111111,0.0,"[  64  335  256 1276  402  939 1327  319  308  175  309  439  384  291
 1367]","[ 471  995 1045    3  507  320  405   31  382  137 1276 1152  429  483
  281]"
15,0.6666666666666666,0.0,2.6,0.0,0.2222222222222222,0.0,"[1099  817 1340 1027  463  890  982 1065  405 1117  553  462 1043 1025
 1279]","[ 471  995    3 1045  507  320  405   31  382 1152  429  485  281  670
  137]"
16,0.5,0.25,2.7333333333333334,0.06666666666666667,0.2105263157894737,0.10526315789473685,"[ 106  326  498  528 1124  494  983  920  803 1006 1108  922  918 1112
 1149]","[ 471  995    3  507 1045  320  405  382  485   31  106  920  326 1152
  670]"
17,0.3333333333333333,0.3333333333333333,2.8000000000000003,0.06666666666666667,0.1111111111111111,0.1111111111111111,"[ 106  326 1301 1108  389  577  916  700  528  981 1083 1124 1149  410
  336]","[ 471  995    3  507  320 1045  382  405  920  326  281   31  485  106
  389]"
18,0.75,0.0,3.0000000000000004,0.0,0.31578947368421056,0.0,"[ 498 1006   19  248  492   56  197  124 1124  196 1074 1005  312 1259
  927]","[ 471  995    3 1045  507  320   31  405 1146  670  382 1152  250  137
  286]"
19,0.0,0.0,3.0000000000000004,0.0,0.0,0.0,"[1346  594 1153  964  242  628  927  520  706  344  988 1126  586 1132
 1062]","[ 995  471    3 1045  507  320  405   31  853  382 1152 1146 1317  485
  429]"
20,0.5,0.0,3.333333333333334,0.0,0.4,0.0,"[ 500   88  268  450   95   22  981  860  123  407   63  456   87  877
 1133]","[ 471  995  320  507 1045    3  405   31  485  286  382 1152  137  429
  483]"
21,0.4,0.2,3.4666666666666672,0.06666666666666667,0.2,0.1,"[ 502  343   68  271 1011 1156 1007   96  628 1264  686 1150 1199  621
  947]","[ 471  995 1045  502    3  507  405  320   31  670 1152  382  485  429
 1176]"
22,0.0,0.0,3.4666666666666672,0.0,0.0,0.0,[254 413  81 377 306 322  55 398  16 994  62  21 348  50   4],"[ 995  471    3  507 1045  320  405   31 1152  137  382  485  429  281
  286]"
23,0.06060606060606061,0.0,3.6000000000000005,0.0,0.08333333333333333,0.0,"[ 892   11  718  879  902  453  753 1111  708  906   33  130 1275 1158
  284]","[ 995  471 1045    3  507  320  405   31  879 1152  382  281  485  429
  832]"
24,0.0,0.0,3.6000000000000005,0.0,0.0,0.0,"[ 615  391  374  738 1211  724   51 1188 1317  614 1088  837  399 1023
 1092]","[ 995  471    3 1045  507  320  405   31  382 1152 1317  281  485  429
  137]"
25,0.2,0.0,3.733333333333334,0.0,0.16,0.0,"[ 186 1367  215   38  288  212  243  409  945  920  772  273  231 1377
  657]","[ 471  995  507    3 1045  320   31  382  405  920  429  485 1152 1146
 1317]"
26,0.14285714285714285,0.0,3.8000000000000007,0.0,0.09090909090909091,0.0,[382   3   4 180 629  21 611 307 389  96 568  23 346 306 327],"[ 995  471  382    3  507  320 1045  180  389  393  405   21  326  485
   31]"
27,0.25,0.0,3.8666666666666676,0.0,0.10526315789473685,0.0,"[ 752 1124  916  428 1131 1176  367  888  250 1031   26  898   13  683
  680]","[ 471  995 1045    3  507  320  405  382 1176  429  485   31  879  250
 1152]"
28,0.0,0.0,3.8666666666666676,0.0,0.0,0.0,"[ 752 1131  367  250  981 1048  249  683  967 1023  521 1342  313  698
 1362]","[ 995  471 1045  507    3  320  405  429  485   31  382  879 1152  250
 1176]"
29,0.5,0.1,4.200000000000001,0.06666666666666667,0.4,0.08,[465 612 514 513 420 680  26 633 146 601 222 464 211 686 900],"[ 471  995    3  507 1045  320  405  382   26   31  485 1152  250  879
  286]"
30,0.0,0.0,4.200000000000001,0.0,0.0,0.0,"[ 633  545  465  250 1186  683  601  420  326  680  313  901  919  147
   19]","[ 995  471    3  507 1045  320  382  405  485   31  250  879 1152  429
  920]"
31,0.5,0.0,4.2666666666666675,0.0,0.11764705882352941,0.0,"[ 920  751  918 1124  226  362  698 1082  676 1153 1085 1247  916  247
  228]","[ 471  995    3  320 1045  507  920  382  405   31 1152  286  670  834
  298]"
32,0.14285714285714285,0.0,4.333333333333334,0.0,0.09090909090909091,0.0,"[ 752  382 1186    4  468  359  273  568  248 1041  665 1365  926  192
  307]","[ 995  471 1045  507    3  320  382  405   31 1152  281  485  429  670
 1146]"
33,1.0,0.0,4.6000000000000005,0.0,0.4210526315789474,0.0,"[ 516  141  431 1350  755  812  631  311 1349 1106 1243  252 1395  904
  594]","[ 995  471 1045    3  507  320  405   31  429  670 1152  382  879  286
  485]"
34,0.5714285714285714,0.0,4.866666666666667,0.0,0.36363636363636365,0.0,"[1350 1243 1062  516  594  795  598  431 1153  672  999  188  141  714
 1155]","[ 995  471    3  507 1045  320  405   31  429 1152  382 1317  281  485
  832]"
35,0.0,0.0,4.866666666666667,0.0,0.0,0.0,"[ 875  654 1208 1389  913 1327  319 1203  156 1276  264  745  209  301
 1266]","[ 471  995  507    3 1045  320  405   31 1152  382  429  281  485  670
  832]"
36,0.0,0.0,4.866666666666667,0.0,0.0,0.0,"[ 398  260  387  550 1004  509  347 1367 1249   66  437   71  135  274
  559]","[ 995  471 1045  507    3  320  405  670  485   31  281 1152  382  339
 1317]"
37,0.3,0.0,5.066666666666667,0.0,0.24,0.0,"[1306  409  655  186  465   10  809  126  121  242  241 1336  283  370
  427]","[ 995  471    3  507 1045  320  405   31 1152 1146 1306  382  429  281
  485]"
38,0.0,0.0,5.066666666666667,0.0,0.0,0.0,"[ 670 1373 1211 1153   85 1238 1279   25  186  323 1318  537 1179 1391
 1205]","[ 471  995    3  507 1045  320  670 1152  405   31  382  429  485  281
  879]"
39,0.14285714285714285,0.0,5.200000000000001,0.0,0.1379310344827586,0.0,"[ 337  526  260  142 1257  254  959  418  261  291  358  504  378 1076
  461]","[ 471  995    3  320 1045  507  405  382   31 1152  485  281  429  607
  832]"
40,0.07692307692307693,0.0,5.2666666666666675,0.0,0.07142857142857144,0.0,"[ 525  568 1257   17   37 1152  670 1205   26  317  123  774  992    9
  536]","[ 471  995    3 1045  507  320  405 1152   31  382  670  429  281  485
  286]"
41,0.25,0.0,5.333333333333334,0.0,0.10526315789473685,0.0,"[ 879 1340  520  755  795 1266 1191 1090  652  676  991  229  656 1333
  927]","[ 995  471    3 1045  507  320   31  405  879  281  382 1152  920  485
  429]"
42,0.3333333333333333,0.0,5.466666666666668,0.0,0.19047619047619044,0.0,"[ 521  440 1267  526   26  439  469  503 1228 1320  496  900  901   38
  312]","[ 995  471  507    3 1045  320  382  405   26   31  485  920 1276 1152
  879]"
43,0.42857142857142855,0.0,5.666666666666668,0.0,0.27272727272727276,0.0,"[ 469  404  503    3  652  687  919  312  514  940  903  467 1087  352
  526]","[ 995  471    3  507 1045  320  405  382   31  281  485  879  670 1152
  920]"
44,0.0,0.0,5.666666666666668,0.0,0.0,0.0,"[ 357  849 1199 1226  367  231  103 1031 1228 1045  405  338 1372  760
  808]","[ 995  471 1045    3  507  405  320   31  382 1152  429  223  920  281
  485]"
45,0.23076923076923078,0.0,5.866666666666668,0.0,0.21428571428571427,0.0,"[ 525  353  480  305  337  655  983  133  540   81 1192 1237  481   98
  666]","[ 995  471  507    3 1045  320  405   31  485  382  286 1152  670  281
 1317]"
46,0.1875,0.0,6.066666666666668,0.0,0.19354838709677422,0.0,"[ 655   21  983  485  303  353 1241  305   61   98  398  120  525  629
  784]","[ 471  995    3  507 1045  485  320  405  670  382   31  286 1152 1317
  607]"
47,0.4666666666666667,0.0,6.533333333333335,0.0,0.4666666666666667,0.0,"[ 570  327  525  663  310  307  180  305 1200  629  568    3  260 1299
    4]","[ 471  995    3  507 1045  320  382  405   31  393  670 1152 1276  853
  223]"
48,0.25,0.0,6.733333333333335,0.0,0.22222222222222224,0.0,"[ 526  440  222  633  655  879  797  796 1320   26  683  634  521  685
  880]","[ 995  471    3 1045  507  320  879  405   31 1152  382  429  281   26
  485]"
49,1.0,0.3333333333333333,6.933333333333335,0.06666666666666667,0.33333333333333337,0.1111111111111111,"[ 320  527  321  366  322  374 1235  107  854  349  365 1233  324  478
 1083]","[ 471  995  320    3  507 1045  405  382  322  854  281   31  286 1152
  483]"
50,0.14285714285714285,0.14285714285714285,7.000000000000002,0.06666666666666667,0.09090909090909091,0.09090909090909091,"[ 326 1259  435  142  318  254  161   27  925  291 1301  340  664  192
  969]","[ 995  471    3  320  507 1045  382  405   31  326 1152  485  607  281
 1317]"
51,0.2727272727272727,0.09090909090909091,7.200000000000002,0.06666666666666667,0.23076923076923075,0.07692307692307691,"[ 265 1301  435   36  142  655  261  326  629   21  254  324  906    3
   96]","[ 995  471    3  507  320 1045  382  405  607  485   31 1152  286  326
  281]"
52,0.6,0.0,7.400000000000002,0.0,0.3,0.0,"[1142   21  265  672  326  629  254 1215    3   96    8  377    4  925
  306]","[ 995  471    3  320 1045  507  382  405   31 1152  286 1142  281  298
  271]"
53,0.09090909090909091,0.0,7.466666666666669,0.0,0.07692307692307691,0.0,"[ 407 1253   61  269 1006  208  437 1139   18  370   93   22  465 1377
  625]","[ 995  471    3  507 1045  320  405  382   31  485  407 1152 1146  670
  281]"
54,0.3,0.0,7.666666666666669,0.0,0.24,0.0,"[ 354  310  123   84   44  666  651  338 1300 1348  305  554  365  366
  295]","[ 995  471    3 1045  507  320  670  405   31  485 1152  382  339  281
 1317]"
55,0.36363636363636365,0.0,7.933333333333335,0.0,0.30769230769230765,0.0,"[  17  460  377  254  291  406 1149 1281  376  358   16  265 1376  135
 1185]","[ 995  471    3  507  320 1045  382  405   31  832 1152  485  429  298
  281]"
56,0.36363636363636365,0.0,8.200000000000003,0.0,0.30769230769230765,0.0,"[ 753  783  461  708  379  798   52   14  671 1196 1298 1078  391 1339
 1105]","[ 995  471 1045    3  507  320  405  485   31  382 1152  879  670  137
  502]"
57,0.13333333333333333,0.0,8.333333333333336,0.0,0.13333333333333333,0.0,"[ 444  475  380 1084   26  894 1181  258  916 1099    4 1371 1083 1141
  857]","[ 995  471    3  507 1045  320  405  382   31  485  879 1152  281  920
  429]"
58,0.2,0.1,8.466666666666669,0.06666666666666667,0.16,0.08,"[1084  754  120  842  963  387  776  509 1283 1359  534  789 1375  270
 1176]","[ 471  995  507 1045    3  320  405  382  485 1084   31 1176 1152 1146
  670]"
59,0.0,0.0,8.466666666666669,0.0,0.0,0.0,"[1142    3  340  382 1368  672  527  383  457  269  458  671  460  271
  339]","[ 995  471    3  320 1045  507  382  405   31 1152 1176  607  298  281
  502]"
60,0.6666666666666666,0.3333333333333333,8.733333333333336,0.13333333333333333,0.3809523809523809,0.19047619047619044,"[ 322  320  527  321 1083 1073  478  730  736  107 1235  404   34  281
  833]","[ 471  995  320    3 1045  322  507  281  405   31 1152  382  532  286
  223]"
61,0.3333333333333333,0.0,8.866666666666669,0.0,0.19047619047619044,0.0,"[ 539  944  435  566  789 1176  122  854   23   98  855  302  333  651
 1263]","[ 995  471    3 1045  507  320  405  382   31  485 1176 1146 1152  286
  670]"
62,0.0,0.0,8.866666666666669,0.0,0.0,0.0,"[ 148  382  105  459 1215  255  965    3  785  322  771 1383  562  381
  478]","[ 471  995    3  382  320  507  485 1045  405  339  607   31  483  322
  286]"
63,0.0,0.0,8.866666666666669,0.0,0.0,0.0,"[1045 1118  954 1133  891 1283   19  900  411 1067  186  856  282 1311
  435]","[ 471  995 1045    3  507  320  405   31  879  670 1146 1152  382  281
  485]"
64,0.0,0.0,8.866666666666669,0.0,0.0,0.0,"[ 238  415 1247   52 1336 1024  311 1008  878 1051  277  206  730 1058
  461]","[ 471  995 1045    3  507  320  405   31  879  832  382 1152 1317  281
  485]"
65,0.4375,0.1875,9.333333333333336,0.2,0.45161290322580644,0.19354838709677422,"[   3  382    4  393  180   21  664  629  388 1237  389  306  326  327
   74]","[   3  995  471  382  507  320  393 1045  180  405  389   31  607  485
  326]"
66,0.16666666666666666,0.0,9.400000000000002,0.0,0.09523809523809522,0.0,"[ 629  366  128  445  375  310  389  322  365  149    3 1260   73  458
    4]","[ 995  471    3  507  320 1045  382  405  485  920  281   31  389 1152
  832]"
67,0.5333333333333333,0.26666666666666666,9.933333333333335,0.26666666666666666,0.5333333333333333,0.26666666666666666,[  3 382   4 393 180  21 664 629 389 306 327  61 527 388 525],"[ 995  471    3  382  507  320  393 1045  180  405  389  485  607   31
 1276]"
68,0.16666666666666666,0.0,10.000000000000002,0.0,0.09523809523809522,0.0,"[1266  609  878 1161  441  169  433   60  237  985  722  879  628  707
  153]","[ 995  471    3  507 1045  320  405   31  382  879 1152  281  485  429
  670]"
69,0.16666666666666666,0.0,10.066666666666668,0.0,0.09523809523809522,0.0,"[ 648  327  366  128  458  104  264 1109  663  306  477  180  292 1149
  149]","[ 995  471    3  320 1045  507  382  405   31  281 1152  853  485  607
  429]"
70,0.2727272727272727,0.0,10.266666666666667,0.0,0.23076923076923075,0.0,"[ 180    3 1236    4  540  570  327  333  394  478 1260  320  376  117
  300]","[ 471  995    3  320 1045  507  382  180  853  405  502   31  393 1152
  281]"
71,0.1111111111111111,0.0,10.333333333333334,0.0,0.08333333333333334,0.0,"[1395  525 1299   63  666  323  570  305 1081 1253  670  286 1146  540
  544]","[ 471  995 1045    3  507  320 1146  670  286  405   31  382 1152  137
 1176]"
72,0.1111111111111111,0.0,10.466666666666667,0.0,0.1212121212121212,0.0,"[ 941  264 1395  285  702  214  663  203  799 1115  816 1315 1195 1218
  630]","[ 995  471    3 1045  507  320  670 1152  405  483  223  429   31  264
  382]"
73,0.3333333333333333,0.0,10.933333333333334,0.0,0.3888888888888889,0.0,"[ 332  577  573  625 1247  488  574  401 1296  541  298   26  415 1142
 1073]","[ 995  471 1045    3  507  320  405   31  670  286  382 1152  137   26
  485]"
74,0.14285714285714285,0.0,11.0,0.0,0.09090909090909091,0.0,"[  26 1142   68 1155  431 1003 1153  997  514  576  535  516  603  625
  188]","[ 471  995    3 1045  507  320  405   26   31 1152  670  382   10  281
  485]"
75,0.0,0.16666666666666666,11.0,0.06666666666666667,0.0,0.09523809523809522,"[1099   54   55  983 1395  387   50  396  524  438  306  437  559 1348
   82]","[ 471  995  320    3 1045  507   31  485  670  405  483  339  389  382
 1152]"
76,0.25,0.125,11.133333333333333,0.06666666666666667,0.1739130434782609,0.08695652173913045,"[ 630  474 1158  570  666  307  389  604 1395  495 1007  460 1157 1299
   55]","[ 995  471    3  507 1045  320   31  485  382  405 1152  389  670  483
  429]"
77,0.5714285714285714,0.14285714285714285,11.4,0.06666666666666667,0.36363636363636365,0.09090909090909091,"[1395  537 1394 1191  667  630 1228 1257  666  668   10 1076  861  343
  254]","[ 471  995    3 1045  507  320  405  670  382   31  223   10 1152  281
 1317]"
78,0.75,0.0,11.6,0.0,0.31578947368421056,0.0,"[ 591  543  578  237  589  935  590  539 1318  850  752  941   18  769
 1126]","[ 471  995    3 1045  507  320  405   31  382 1152  281  429  485  286
 1146]"
79,0.3333333333333333,0.0,11.733333333333333,0.0,0.19047619047619044,0.0,"[ 544  670 1146  714  813 1074 1229  708 1285  287  400   84 1314  593
  556]","[ 995  471    3 1045  507  320  670 1146  405   31  137 1152  382  281
  607]"
80,0.2,0.0,11.799999999999999,0.0,0.1,0.0,"[ 544  301  878 1113  592 1335  748  813  482  982  746  906  606 1141
 1336]","[ 995  471 1045    3  507  320  405   31  137  382 1152  281 1317  429
  485]"
81,1.0,0.0,11.999999999999998,0.0,0.33333333333333337,0.0,"[ 714  631  672  799 1142  795  594 1354 1153  314  140  598 1305  609
 1188]","[ 471  995    3 1045  507  320  405   31  429  382 1152  485  281  853
 1276]"
82,0.3333333333333333,0.0,12.133333333333331,0.0,0.19047619047619044,0.0,"[ 676  465  748  415 1339  288  678  204  921  879  637  316 1084  793
   97]","[ 995  471    3  507 1045  320  879  405  382  485   31  137 1152  281
 1084]"
83,0.0,0.0,12.133333333333331,0.0,0.0,0.0,"[ 898  428 1196 1330   97  931  135  404  909  224 1021   19 1141  241
  740]","[ 471  995 1045    3  507  320  405   31  898  382 1152  920  485  223
  429]"
84,0.08333333333333333,0.0,12.199999999999998,0.0,0.07407407407407407,0.0,"[ 559  655   98  398   21  387   19  539   71 1185  338 1393 1348  873
 1104]","[ 995  471  507    3 1045  320  670  382  405   31  485 1152  339  429
  281]"
85,0.2,0.0,12.266666666666664,0.0,0.1,0.0,"[  84  795 1287  610  514  184  719  333  526  258 1155  148  418  377
  608]","[ 995  471  507    3 1045  320  382  405  485   31  429  920  137  879
 1152]"
86,0.6666666666666666,0.0,12.399999999999997,0.0,0.2222222222222222,0.0,"[ 755 1155  543 1290  879  544  188 1159  431  594  867  227 1153 1337
 1305]","[ 471  995 1045    3  507  320  405  879   31  382 1152 1146  286  137
  832]"
87,0.1111111111111111,0.0,12.466666666666663,0.0,0.08333333333333334,0.0,"[ 655 1228   26    2  547  308  310  572  291 1267 1309    8 1311  191
  610]","[ 471  995    3  320  507 1045  382   26  405 1317   31 1276 1152  853
  286]"
88,1.0,0.0,12.93333333333333,0.0,0.6363636363636364,0.0,"[ 617  613  616  622  548 1150  958  615  449  614  619  163  618  510
  719]","[ 995  471  507    3 1045  320  405   31  382  619 1152  483  429  281
  485]"
89,0.5714285714285714,0.0,13.199999999999998,0.0,0.36363636363636365,0.0,"[ 440  795  801  918  793  757  797  699  919 1341  222  464  921  879
  991]","[ 995  471    3  507 1045  320   31  382  405  879  920  485 1152  137
  250]"
90,0.14285714285714285,0.0,13.33333333333333,0.0,0.1379310344827586,0.0,"[ 265 1187  291 1228  358 1257  322 1395  254  504  568  394    3  124
   63]","[ 995  471    3 1045  320  507  382  405  502   31 1152 1276  670 1317
  271]"
91,0.4,0.0,13.599999999999998,0.0,0.32,0.0,"[ 925  431  672  879  316  799  252  795  800  923 1341  242  924  655
 1093]","[ 471  995 1045  507    3  320  879  405   31 1152  382  429  485 1317
  281]"
92,0.42857142857142855,0.0,13.999999999999998,0.0,0.4137931034482759,0.0,"[1247  758  806  683  985  429 1093  810  681  772 1360  807  696  809
 1210]","[ 995  471  507 1045    3  320  429 1152  405  281   31  137  832  382
  223]"
93,1.0,0.0,14.133333333333331,0.0,0.23529411764705882,0.0,"[ 635 1374  670  691   68  552  558  413 1230 1185  997   37 1156  355
  203]","[ 471  995 1045    3  507  405  320  670   31  382 1146  137 1152  286
  483]"
94,0.46153846153846156,0.0,14.533333333333331,0.0,0.42857142857142855,0.0,"[ 983 1099  635 1393 1161  524   84  438  283  670  437  559 1104 1348
  668]","[ 471  995  320 1045    3  507  670  405   31  485  483  832 1146 1152
  382]"
95,1.0,0.0,14.73333333333333,0.0,0.33333333333333337,0.0,"[1099 1283  635 1393  655  283  295 1395  670  101  861  628  662  144
  339]","[ 471  995    3  507 1045  320  405  670   31  485 1152  382 1146 1317
  920]"
96,0.42857142857142855,0.0,15.133333333333331,0.0,0.4137931034482759,0.0,"[ 637  243  465  699  312   74  705  920  700  803  393  250 1006  701
 1339]","[ 471  995    3  507 1045  320   31  382  405  485  920 1152  250  137
  393]"
97,0.0,0.0,15.133333333333331,0.0,0.0,0.0,"[ 906  953  265  440 1006 1105  783  824 1214  286  137   96  790  122
  798]","[ 995  471 1045  507    3  320  405   31 1152  382  286  137  281  485
  429]"
98,0.16666666666666666,0.0,15.199999999999998,0.0,0.09523809523809522,0.0,"[ 638 1080  673  212 1323  918  758  747 1356 1211  521  182  816 1239
 1393]","[ 995  471    3 1045  507  320  405   31 1152  670  382  281  485  429
 1146]"
99,0.4,0.0,15.33333333333333,0.0,0.2,0.0,"[ 153  745 1266  598  609  639   67  703  461  545  715  861 1379  671
  888]","[ 995  471  507    3 1045  320  405  153  429   31  832 1152  137  382
 1317]"
100,0.4,0.0,15.599999999999998,0.0,0.32,0.0,"[1126  760  822 1171 1131 1069 1118 1067 1172 1122 1051  741 1030  932
  938]","[ 995  471 1045    3  507  320   31 1146  405 1358 1152  382  853  281
  485]"
101,0.5714285714285714,0.0,15.866666666666665,0.0,0.36363636363636365,0.0,"[ 823  817  760 1132  460   10  825  818  680  379  826  901  867 1060
  224]","[ 995  471 1045    3  507  320  405   31 1152  382  832  429  920  223
   10]"
102,0.2,0.2,15.933333333333332,0.06666666666666667,0.1,0.1,"[ 910 1007  516  998 1006 1001  711 1065   31  713  286  853  834  100
  143]","[ 995  471  507    3 1045  320   31  405 1152  382  910  853  286  281
  834]"
103,0.3333333333333333,0.0,15.999999999999998,0.0,0.1111111111111111,0.0,"[ 761 1048  906 1359 1174  265 1050  951 1126 1145 1027  956 1015   31
  829]","[ 995  471 1045  507    3  320   31  405 1152 1146  382  429 1176 1358
  485]"
104,0.3333333333333333,0.3333333333333333,16.133333333333333,0.13333333333333333,0.19047619047619044,0.19047619047619044,"[ 835 1178 1055  241  762  582  461 1024  733  887 1059  644  744  138
  500]","[ 995  471  507    3 1045  320   31  405  485 1152  382  834  835  281
  429]"
105,0.6666666666666666,0.0,16.4,0.0,0.3809523809523809,0.0,"[ 848  953  764  847  887 1172 1171  838  886  885  846  603  763 1123
 1126]","[ 471  995 1045  507    3  320  405   31  286 1152  382  853  429  281
  485]"
106,0.5,0.0,16.599999999999998,0.0,0.28571428571428575,0.0,"[ 878  552  847   42  887 1145 1161 1045  558  764  891  462   52  846
  853]","[ 471  995 1045  507    3  320  405   31  879  670  382  286 1146 1152
  137]"
107,0.375,0.0,16.799999999999997,0.0,0.26086956521739135,0.0,"[ 909 1146  640   29  729 1051   12 1397  220  184  997  878 1039  202
  195]","[ 471  995 1045    3  507  320 1146  405  137  834   31  429 1152  286
  382]"
108,0.875,0.0,17.266666666666662,0.0,0.608695652173913,0.0,"[  75  884  951  881  909  720  727   47  837  866  883  726 1045  723
  640]","[ 471  995 1045    3  507  320   31  405  670 1152  382  502  429  485
  834]"
109,0.0,0.0,17.266666666666662,0.0,0.0,0.0,"[   5   31  391  711  982  877   66  627  509 1305  886  978  707   29
  859]","[ 995  471   31 1045    3  507  320  405  382  137 1152  485  429  281
  286]"
110,0.0,0.2,17.266666666666662,0.06666666666666667,0.0,0.1,"[1071 1117  570  424  915 1037 1387  412 1032 1276  735  245 1020  306
 1023]","[ 471  995    3  507 1045  320   31  382  405 1146 1152  735 1276  281
  485]"
111,0.5,0.0,17.533333333333328,0.0,0.3478260869565218,0.0,"[ 390 1008  894  392  593  864 1030  875  634 1111  285 1026 1392  627
    2]","[ 471  995 1045    3  507  320  405   31  853  382  879 1152  281  485
  429]"
112,0.6666666666666666,0.0,17.66666666666666,0.0,0.2222222222222222,0.0,"[ 641  736  735  551  320  424  422  734  730  389  180  322  527   98
 1233]","[ 995  471  320    3 1045  507  735  382  405  551   31  281  607 1276
  393]"
113,0.4,0.0,17.799999999999994,0.0,0.2,0.0,"[ 708 1272  685  709 1237  748  411  791 1339  783  746 1115 1338  312
   52]","[ 995  471 1045  507    3  320 1152  405   31  483  137  382  879  670
  429]"
114,0.2,0.2,17.86666666666666,0.06666666666666667,0.1,0.1,"[1266  895  433 1207  503  523  803  795 1133  712  775  918  229  521
  676]","[ 471  995    3  507 1045  320 1266  485   31  382  405  920  879 1152
  137]"
115,0.2,0.0,17.933333333333326,0.0,0.1,0.0,"[  81  320 1008   51  102  444  577 1253  540  201  120  782  657  385
   26]","[ 995  471  320  507    3 1045  405  382  281   31  485 1146 1152 1317
   26]"
116,0.16666666666666666,0.0,17.999999999999993,0.0,0.09523809523809522,0.0,"[ 384 1038  920  272    1 1256  605 1106  553 1090  642  226  203  370
  759]","[ 995  471    3 1045  507  320  405  382  920   31 1152  485  483  429
  281]"
117,0.0,0.0,17.999999999999993,0.0,0.0,0.0,"[1304  907 1115   64  999  229  230  122 1162  290 1001  252 1262  492
  688]","[ 995  471  507 1045    3  320  405   31  670 1152 1146  382  920  429
  485]"
118,0.5,0.0,18.133333333333326,0.0,0.2105263157894737,0.0,"[1243 1062  803  229  924  431  923 1259  672 1093 1352  230  671  141
  809]","[ 471  995    3  507 1045  320  405   31 1152  382  670  137  429  281
  485]"
119,1.0,0.0,18.26666666666666,0.0,0.23529411764705882,0.0,"[ 897 1371 1131  744  324  258 1091 1055  926  838  831  894  943 1362
  763]","[ 471  995    3 1045  507  320  405  485   31 1152  382  286  533  281
  429]"
120,0.7,0.1,18.733333333333324,0.06666666666666667,0.56,0.08,"[1146  887 1145  890  885  886   31 1177  741  769  833 1400  888  898
  937]","[ 471  995  507  320    3 1045   31 1146  405 1152  382  853  281 1358
 1176]"
